ItemNum,ItemStem_Text,Answer__A,Answer__B,Answer__C,Answer__D,Answer__E,Answer__F,Answer__G,Answer__H,Answer__I,Answer__J,Answer_Key,Answer_Text,ItemType,EXAM,Difficulty,Response_Time
311,"A 55-year-old woman with small cell carcinoma of the lung is admitted to the hospital to undergo chemotherapy. Six days after treatment is started, she develops a temperature of 38Ã‚Â°C (100.4Ã‚Â°F). Physical examination shows no other abnormalities. Laboratory studies show a leukocyte count of 100/mm3 (5% segmented neutrophils and 95% lymphocytes). Which of the following is the most appropriate pharmacotherapy to increase this patient's leukocyte count?",Darbepoetin,Dexamethasone,Filgrastim,Interferon alfa,Interleukin-2 (IL-2),Leucovorin,,,,,C,Filgrastim,Text,STEP 1,0.72,65.17
576,A 9-month-old boy is brought to the office by his mother for a well-child examination. He was born at 32Ã‚Â weeksÃ¢â‚¬â„¢ gestation because of spontaneous rupture of membranes. Growth and development are appropriate for age. His mother says he can sit without support and is interactive. She is concerned that he still takes two to three 1-hour naps daily. He goes to sleep at 7 pm and awakens at 7 am. She says he also awakens and cries at least once nightly and settles back to sleep after drinking a bottle of formula. Physical examination shows no abnormalities. Which of the following is the most likely explanation for this patientÃ¢â‚¬â„¢s sleep pattern?,Gastroesophageal reflux,Hypoglycemia,Obstructive sleep apnea,Parasomnia,Normal development,,,,,,E,Normal development,Text,STEP 1,0.1,64.1
243,"A 31-year-old woman with type 2 diabetes mellitus comes to the physician because of an oozing, foul-smelling wound on her foot for 2 days. Physical examination shows a 4-cm, necrotizing wound with a purplish black discoloration over the heel. Crepitant bullae producing profuse amounts of serous drainage are seen. A Gram stain of a tissue biopsy specimen shows gram-positive rods. The causal organism most likely produces which of the following virulence factors?",Endotoxin,Fimbriae,Pneumolysin,Polysaccharide capsule,ÃŽÂ±-Toxin,,,,,,E,ÃŽÂ±-Toxin,Text,STEP 1,0.5,78.03
505,A healthy 19-year-old woman comes to the clinic requesting advice regarding contraception. Menses occur at regular 28-day intervals with heavy flow. She is sexually active and has had three lifetime male partners. She has smoked one-half pack of cigarettes daily for 2 years. She lives in a college dormitory and says that she often does not sleep in her own room and has trouble remembering to take medications regularly. Her only medication is a daily multivitamin. She is 163 cm (5 ft 4 in) tall and weighs 58 kg (128 lb); BMI is 22 kg/m2. Vital signs are within normal limits. Physical examination shows no abnormalities. Which of the following is the most appropriate recommendation regarding contraception for this patient?,Condoms with spermicidal foam,Diaphragm with spermicidal foam,Oral contraceptive therapy,Subdermal contraceptive implant,Vaginal contraceptive ring,,,,,,D,Subdermal contraceptive implant,Text,STEP 2,0.24,63.7
245,"A 41-year-old woman comes to the emergency department because of a 3-day history of fever and a 2-day history of worsening flank pain with frequent and painful urination. She describes the pain as constant and says it worsens when she coughs or lies on her right side. She rates the pain as a 5 on a 10-point scale; ibuprofen has provided moderate relief of her pain. She also reports intermittent nausea but has not had vomiting or change in bowel habits. Medical history is significant for several uncomplicated urinary tract infections, most recently 8 months ago. Each infection resolved with antibiotic therapy. She currently takes no medications aside from her recent use of ibuprofen. She is sexually active with one male partner and uses condoms regularly. Vital signs are temperature 39.4Ã‚Â°C (103.0Ã‚Â°F), pulse 76/min, respirations 20/min, and blood pressure 128/74 mm Hg. Auscultation of the chest discloses normal S1 and S2. Abdomen is soft with normal bowel sounds. There is guarding on the right lateral side and tenderness to compression over the right costophrenic angle. Results of laboratory studies are shown: Serum Ã‚Â Blood Ã‚Â Ã¢â‚¬Æ’Urea nitrogen 18 mg/dL Ã¢â‚¬Æ’Hemoglobin 12.8 g/dL Ã¢â‚¬Æ’Creatinine 0.9 mg/dL Ã¢â‚¬Æ’WBC 20,000/mm3 Urine Ã‚Â Ã¢â‚¬Æ’Ã¢â‚¬Æ’Neutrophils, segmented 80% Ã¢â‚¬Æ’Specific gravity 1.015 (N=1.003Ã¢â‚¬â€œ1.029) Ã¢â‚¬Æ’Ã¢â‚¬Æ’Lymphocytes 15% Ã¢â‚¬Æ’Protein Negative Ã¢â‚¬Æ’Ã¢â‚¬Æ’Eosinophils 2% Ã¢â‚¬Æ’Occult blood Negative Ã¢â‚¬Æ’Ã¢â‚¬Æ’Monocytes 3% Ã¢â‚¬Æ’Leukocyte esterase Positive Ã‚Â Ã‚Â Ã¢â‚¬Æ’WBC Too numerous to count Ã‚Â Ã‚Â Ã¢â‚¬Æ’Casts Occasional Ã‚Â Ã‚Â Urine and blood cultures are obtained and sent for analysis. Antibiotic therapy is initiated. Which of the following is the most appropriate next step?",Cystoscopy,Echocardiography,MRI of the abdomen,Renal ultrasonography,No additional study is indicated,,,,,,E,No additional study is indicated,Text,STEP 3,1.18,95.82
244,"A 30-year-old woman, who has been a patient in the practice for several years, comes to the office to ask for advice. Her husband has a family history of retinitis pigmentosa and she wants to know the probability of her 4-year-old son developing the disease. A family pedigree is shown. Which of the following is the most appropriate statement to the patient?",A geneticist should be consulted to answer her question,Her son must be tested to determine if he is affected,Her son will not be affected,"She does not need to know, since there is nothing she can do if her son does have the condition",There is a 100% chance that her son will be affected,,,,,,C,Her son will not be affected,PIX,STEP 3,0.42,113.2
160,"A 42-year-old woman is brought to the emergency department 10 minutes after being involved in a high-speed motor vehicle collision in which she was a restrained passenger. On arrival, she has shortness of breath and abdominal pain. Her pulse is 135/min, respirations are 30/min, and blood pressure is 80/40 mm Hg. Breath sounds are decreased at the left lung base. An x-ray of the chest shows opacification of the left lower lung field with loss of the diaphragmatic shadow. Placement of a chest tube yields a small amount of air followed by greenish fluid. Which of the following is the most appropriate next step in management?",CT scan of the abdomen,CT scan of the chest,Thoracoscopy,Laparotomy,Thoracotomy,,,,,,D,Laparotomy,Text,STEP 2,0.64,87.82
186,"An 18-month-old boy is brought to the emergency department by his parents 2 hours after swallowing a dime. The parents note that the child has not had any choking, respiratory problems, feeding problems, or vomiting since the incident. Medical history is unremarkable and the child is up-to-date on vaccinations. He does not appear to be in pain. He is 82 cm (32 in; 50th percentile) long and weighs 12 kg (26 lb; 50th percentile). Vital signs are temperature 37.2Ã‚Â°C (98.9Ã‚Â°F), pulse 110/min, respirations 30/min, and blood pressure 90/51 mm Hg. Lungs are clear to auscultation. Abdominal examination discloses no tenderness. The remainder of the examination shows no abnormalities. X-ray of the abdomen is shown. Which of the following is the most appropriate management?",Administration of an oral bowel-cleansing solution,Endoscopic retrieval of the coin,Interventional radiologic retrieval of the coin,Surgical exploration of the stomach with coin retrieval,Observation only,,,,,,E,Observation only,PIX,STEP 3,0.14,44.15
532,"A 37-year-old woman comes to the office for a follow-up examination 3 weeks after testing confirmed a mass in her left breast to be benign. She says that despite the test results, she has had anxiety, insomnia, and a preoccupation with cancer since noticing the lump. Two weeks ago, she had a 20-minute episode of markedly intense anxiety characterized by heart palpitations and the fear that she was dying. She says she has always been a tense, nervous person and is uncomfortable in social situations. She says she frequently worries and is fearful of the future and apprehensive of dying. She has no other history of panic episodes, traumatic events, or serious illness and takes no medications. She does not drink alcohol or use illicit drugs. Physical examination shows a 2-cm mass in the left breast. On mental status examination, she is cooperative but worried. Her thought processes are linear, and content focuses on possible negative eventualities. Which of the following is the most likely diagnosis?",Avoidant personality disorder,Generalized anxiety disorder,Illness anxiety disorder (hypochondriasis),Persistent depressive disorder (dysthymia),Social anxiety disorder (social phobia),,,,,,B,Generalized anxiety disorder,Text,STEP 2,0.54,81.02
565,"A 47-year-old woman comes to the office for a routine health maintenance examination. She feels well and has no history of serious illness. Examination shows a 2-cm, soft, nontender nodule in the right lobe of the thyroid gland. There is no lymphadenopathy. Her serum thyroid-stimulating hormone concentration is within the reference range. Which of the following is the most appropriate initial step in management?",CT scan of the neck,Fine-needle aspiration biopsy,Reexamination in 3 months,Surgical excision,Ultrasonography of the thyroid gland,,,,,,E,Ultrasonography of the thyroid gland,Text,STEP 2,0.74,55.44
615,"A 38-year-old woman is brought to the emergency department by paramedics 90Ã‚Â minutes after she fell through ice into a stream while hiking. She was stuck in the ice until emergency responders rescued her. On arrival, she has severe pain in her feet. She has no history of serious illness and takes no medications. Temperature is 34.8Ã‚Â°C (94.6Ã‚Â°F); other vital signs are within normal limits. Examination shows blue discoloration over the toes bilaterally, and the feet are cold to touch. Which of the following is the most appropriate next step in management?",Place the feet in front of a dry space heater,Rub the feet with a steaming hot towel,Submerge the feet in a moderately warm whirlpool,Wrap the feet in a room-temperature wet-to-dry dressing,Observation only,,,,,,C,Submerge the feet in a moderately warm whirlpool,Text,STEP 2,0.42,56.93
